ID,UpgradeType,Level,IconID,Price,IncreaseStat,Stat
401706,Attack,706,940001,711000,5,3530
401707,Attack,707,940001,712000,5,3535
401708,Attack,708,940001,713000,5,3540
401709,Attack,709,940001,714000,5,3545
401710,Attack,710,940001,715000,5,3550
401711,Attack,711,940001,716000,5,3555
401712,Attack,712,940001,717000,5,3560
401713,Attack,713,940001,718000,5,3565
401714,Attack,714,940001,719000,5,3570
401715,Attack,715,940001,720000,5,3575
401716,Attack,716,940001,721000,5,3580
401717,Attack,717,940001,722000,5,3585
401718,Attack,718,940001,723000,5,3590
401719,Attack,719,940001,724000,5,3595
401720,Attack,720,940001,725000,5,3600
401721,Attack,721,940001,726000,5,3605
401722,Attack,722,940001,727000,5,3610
401723,Attack,723,940001,728000,5,3615
401724,Attack,724,940001,729000,5,3620
401725,Attack,725,940001,730000,5,3625
401726,Attack,726,940001,731000,5,3630
401727,Attack,727,940001,732000,5,3635
401728,Attack,728,940001,733000,5,3640
401729,Attack,729,940001,734000,5,3645
401730,Attack,730,940001,735000,5,3650
401731,Attack,731,940001,736000,5,3655
401732,Attack,732,940001,737000,5,3660
401733,Attack,733,940001,738000,5,3665
401734,Attack,734,940001,739000,5,3670
401735,Attack,735,940001,740000,5,3675
401736,Attack,736,940001,741000,5,3680
401737,Attack,737,940001,742000,5,3685
401738,Attack,738,940001,743000,5,3690
401739,Attack,739,940001,744000,5,3695
401740,Attack,740,940001,745000,5,3700
401741,Attack,741,940001,746000,5,3705
401742,Attack,742,940001,747000,5,3710
401743,Attack,743,940001,748000,5,3715
401744,Attack,744,940001,749000,5,3720
401745,Attack,745,940001,750000,5,3725
401746,Attack,746,940001,751000,5,3730
401747,Attack,747,940001,752000,5,3735
401748,Attack,748,940001,753000,5,3740
401749,Attack,749,940001,754000,5,3745
401750,Attack,750,940001,755000,5,3750
401751,Attack,751,940001,756000,5,3755
401752,Attack,752,940001,757000,5,3760
401753,Attack,753,940001,758000,5,3765
401754,Attack,754,940001,759000,5,3770
401755,Attack,755,940001,760000,5,3775
401756,Attack,756,940001,761000,5,3780
401757,Attack,757,940001,762000,5,3785
401758,Attack,758,940001,763000,5,3790
401759,Attack,759,940001,764000,5,3795
401760,Attack,760,940001,765000,5,3800
401761,Attack,761,940001,766000,5,3805
401762,Attack,762,940001,767000,5,3810
401763,Attack,763,940001,768000,5,3815
401764,Attack,764,940001,769000,5,3820
401765,Attack,765,940001,770000,5,3825
401766,Attack,766,940001,771000,5,3830
401767,Attack,767,940001,772000,5,3835
401768,Attack,768,940001,773000,5,3840
401769,Attack,769,940001,774000,5,3845
401770,Attack,770,940001,775000,5,3850
401771,Attack,771,940001,776000,5,3855
401772,Attack,772,940001,777000,5,3860
401773,Attack,773,940001,778000,5,3865
401774,Attack,774,940001,779000,5,3870
401775,Attack,775,940001,780000,5,3875
401776,Attack,776,940001,781000,5,3880
401777,Attack,777,940001,782000,5,3885
401778,Attack,778,940001,783000,5,3890
401779,Attack,779,940001,784000,5,3895
401780,Attack,780,940001,785000,5,3900
401781,Attack,781,940001,786000,5,3905
401782,Attack,782,940001,787000,5,3910
401783,Attack,783,940001,788000,5,3915
401784,Attack,784,940001,789000,5,3920
401785,Attack,785,940001,790000,5,3925
401786,Attack,786,940001,791000,5,3930
401787,Attack,787,940001,792000,5,3935
401788,Attack,788,940001,793000,5,3940
401789,Attack,789,940001,794000,5,3945
401790,Attack,790,940001,795000,5,3950
401791,Attack,791,940001,796000,5,3955
401792,Attack,792,940001,797000,5,3960
401793,Attack,793,940001,798000,5,3965
401794,Attack,794,940001,799000,5,3970
401795,Attack,795,940001,800000,5,3975
401796,Attack,796,940001,801000,5,3980
401797,Attack,797,940001,802000,5,3985
401798,Attack,798,940001,803000,5,3990
401799,Attack,799,940001,804000,5,3995
401800,Attack,800,940001,805000,5,4000
401801,Attack,801,940001,806000,5,4005
401802,Attack,802,940001,807000,5,4010
401803,Attack,803,940001,808000,5,4015
401804,Attack,804,940001,809000,5,4020
401805,Attack,805,940001,810000,5,4025
401806,Attack,806,940001,811000,5,4030
401807,Attack,807,940001,812000,5,4035
401808,Attack,808,940001,813000,5,4040
401809,Attack,809,940001,814000,5,4045
401810,Attack,810,940001,815000,5,4050
401811,Attack,811,940001,816000,5,4055
401812,Attack,812,940001,817000,5,4060
401813,Attack,813,940001,818000,5,4065
401814,Attack,814,940001,819000,5,4070
401815,Attack,815,940001,820000,5,4075
401816,Attack,816,940001,821000,5,4080
401817,Attack,817,940001,822000,5,4085
401818,Attack,818,940001,823000,5,4090
401819,Attack,819,940001,824000,5,4095
401820,Attack,820,940001,825000,5,4100
401821,Attack,821,940001,826000,5,4105
401822,Attack,822,940001,827000,5,4110
401823,Attack,823,940001,828000,5,4115
401824,Attack,824,940001,829000,5,4120
401825,Attack,825,940001,830000,5,4125
401826,Attack,826,940001,831000,5,4130
401827,Attack,827,940001,832000,5,4135
401828,Attack,828,940001,833000,5,4140
401829,Attack,829,940001,834000,5,4145
401830,Attack,830,940001,835000,5,4150
401831,Attack,831,940001,836000,5,4155
401832,Attack,832,940001,837000,5,4160
401833,Attack,833,940001,838000,5,4165
401834,Attack,834,940001,839000,5,4170
401835,Attack,835,940001,840000,5,4175
401836,Attack,836,940001,841000,5,4180
401837,Attack,837,940001,842000,5,4185
401838,Attack,838,940001,843000,5,4190
401839,Attack,839,940001,844000,5,4195
401840,Attack,840,940001,845000,5,4200
401841,Attack,841,940001,846000,5,4205
401842,Attack,842,940001,847000,5,4210
401843,Attack,843,940001,848000,5,4215
401844,Attack,844,940001,849000,5,4220
401845,Attack,845,940001,850000,5,4225
401846,Attack,846,940001,851000,5,4230
401847,Attack,847,940001,852000,5,4235
401848,Attack,848,940001,853000,5,4240
401849,Attack,849,940001,854000,5,4245
401850,Attack,850,940001,855000,5,4250
401851,Attack,851,940001,856000,5,4255
401852,Attack,852,940001,857000,5,4260
401853,Attack,853,940001,858000,5,4265
401854,Attack,854,940001,859000,5,4270
401855,Attack,855,940001,860000,5,4275
401856,Attack,856,940001,861000,5,4280
401857,Attack,857,940001,862000,5,4285
401858,Attack,858,940001,863000,5,4290
401859,Attack,859,940001,864000,5,4295
401860,Attack,860,940001,865000,5,4300
401861,Attack,861,940001,866000,5,4305
401862,Attack,862,940001,867000,5,4310
401863,Attack,863,940001,868000,5,4315
401864,Attack,864,940001,869000,5,4320
401865,Attack,865,940001,870000,5,4325
401866,Attack,866,940001,871000,5,4330
401867,Attack,867,940001,872000,5,4335
401868,Attack,868,940001,873000,5,4340
401869,Attack,869,940001,874000,5,4345
401870,Attack,870,940001,875000,5,4350
401871,Attack,871,940001,876000,5,4355
401872,Attack,872,940001,877000,5,4360
401873,Attack,873,940001,878000,5,4365
401874,Attack,874,940001,879000,5,4370
401875,Attack,875,940001,880000,5,4375
401876,Attack,876,940001,881000,5,4380
401877,Attack,877,940001,882000,5,4385
401878,Attack,878,940001,883000,5,4390
401879,Attack,879,940001,884000,5,4395
401880,Attack,880,940001,885000,5,4400
401881,Attack,881,940001,886000,5,4405
401882,Attack,882,940001,887000,5,4410
401883,Attack,883,940001,888000,5,4415
401884,Attack,884,940001,889000,5,4420
401885,Attack,885,940001,890000,5,4425
401886,Attack,886,940001,891000,5,4430
401887,Attack,887,940001,892000,5,4435
401888,Attack,888,940001,893000,5,4440
401889,Attack,889,940001,894000,5,4445
401890,Attack,890,940001,895000,5,4450
401891,Attack,891,940001,896000,5,4455
401892,Attack,892,940001,897000,5,4460
401893,Attack,893,940001,898000,5,4465
401894,Attack,894,940001,899000,5,4470
401895,Attack,895,940001,900000,5,4475
401896,Attack,896,940001,901000,5,4480
401897,Attack,897,940001,902000,5,4485
401898,Attack,898,940001,903000,5,4490
401899,Attack,899,940001,904000,5,4495
401900,Attack,900,940001,905000,5,4500
401901,Attack,901,940001,906000,5,4505
401902,Attack,902,940001,907000,5,4510
401903,Attack,903,940001,908000,5,4515
401904,Attack,904,940001,909000,5,4520
401905,Attack,905,940001,910000,5,4525
401906,Attack,906,940001,911000,5,4530
401907,Attack,907,940001,912000,5,4535
401908,Attack,908,940001,913000,5,4540
401909,Attack,909,940001,914000,5,4545
401910,Attack,910,940001,915000,5,4550
401911,Attack,911,940001,916000,5,4555
401912,Attack,912,940001,917000,5,4560
401913,Attack,913,940001,918000,5,4565
401914,Attack,914,940001,919000,5,4570
401915,Attack,915,940001,920000,5,4575
401916,Attack,916,940001,921000,5,4580
401917,Attack,917,940001,922000,5,4585
401918,Attack,918,940001,923000,5,4590
401919,Attack,919,940001,924000,5,4595
401920,Attack,920,940001,925000,5,4600
401921,Attack,921,940001,926000,5,4605
401922,Attack,922,940001,927000,5,4610
401923,Attack,923,940001,928000,5,4615
401924,Attack,924,940001,929000,5,4620
401925,Attack,925,940001,930000,5,4625
401926,Attack,926,940001,931000,5,4630
401927,Attack,927,940001,932000,5,4635
401928,Attack,928,940001,933000,5,4640
401929,Attack,929,940001,934000,5,4645
401930,Attack,930,940001,935000,5,4650
401931,Attack,931,940001,936000,5,4655
401932,Attack,932,940001,937000,5,4660
401933,Attack,933,940001,938000,5,4665
401934,Attack,934,940001,939000,5,4670
401935,Attack,935,940001,940000,5,4675
401936,Attack,936,940001,941000,5,4680
401937,Attack,937,940001,942000,5,4685
401938,Attack,938,940001,943000,5,4690
401939,Attack,939,940001,944000,5,4695
401940,Attack,940,940001,945000,5,4700
401941,Attack,941,940001,946000,5,4705
401942,Attack,942,940001,947000,5,4710
401943,Attack,943,940001,948000,5,4715
401944,Attack,944,940001,949000,5,4720
401945,Attack,945,940001,950000,5,4725
401946,Attack,946,940001,951000,5,4730
401947,Attack,947,940001,952000,5,4735
401948,Attack,948,940001,953000,5,4740
401949,Attack,949,940001,954000,5,4745
401950,Attack,950,940001,955000,5,4750
401951,Attack,951,940001,956000,5,4755
401952,Attack,952,940001,957000,5,4760
401953,Attack,953,940001,958000,5,4765
401954,Attack,954,940001,959000,5,4770
401955,Attack,955,940001,960000,5,4775
401956,Attack,956,940001,961000,5,4780
401957,Attack,957,940001,962000,5,4785
401958,Attack,958,940001,963000,5,4790
401959,Attack,959,940001,964000,5,4795
401960,Attack,960,940001,965000,5,4800
401961,Attack,961,940001,966000,5,4805
401962,Attack,962,940001,967000,5,4810
401963,Attack,963,940001,968000,5,4815
401964,Attack,964,940001,969000,5,4820
401965,Attack,965,940001,970000,5,4825
401966,Attack,966,940001,971000,5,4830
401967,Attack,967,940001,972000,5,4835
401968,Attack,968,940001,973000,5,4840
401969,Attack,969,940001,974000,5,4845
401970,Attack,970,940001,975000,5,4850
401971,Attack,971,940001,976000,5,4855
401972,Attack,972,940001,977000,5,4860
401973,Attack,973,940001,978000,5,4865
401974,Attack,974,940001,979000,5,4870
401975,Attack,975,940001,980000,5,4875
401976,Attack,976,940001,981000,5,4880
401977,Attack,977,940001,982000,5,4885
401978,Attack,978,940001,983000,5,4890
401979,Attack,979,940001,984000,5,4895
401980,Attack,980,940001,985000,5,4900
401981,Attack,981,940001,986000,5,4905
401982,Attack,982,940001,987000,5,4910
401983,Attack,983,940001,988000,5,4915
401984,Attack,984,940001,989000,5,4920
401985,Attack,985,940001,990000,5,4925
401986,Attack,986,940001,991000,5,4930
401987,Attack,987,940001,992000,5,4935
401988,Attack,988,940001,993000,5,4940
401989,Attack,989,940001,994000,5,4945
401990,Attack,990,940001,995000,5,4950
401991,Attack,991,940001,996000,5,4955
401992,Attack,992,940001,997000,5,4960
401993,Attack,993,940001,998000,5,4965
401994,Attack,994,940001,999000,5,4970
401995,Attack,995,940001,1000000,5,4975
401996,Attack,996,940001,1001000,5,4980
401997,Attack,997,940001,1002000,5,4985
401998,Attack,998,940001,1003000,5,4990
401999,Attack,999,940001,1004000,5,4995
402000,Defence,0,940002,10000,1,0
402001,Defence,1,940002,11000,1,1
402002,Defence,2,940002,12000,1,2
402003,Defence,3,940002,13000,1,3
402004,Defence,4,940002,14000,1,4
402005,Defence,5,940002,15000,1,5
402006,Defence,6,940002,16000,1,6
402007,Defence,7,940002,17000,1,7
402008,Defence,8,940002,18000,1,8
402009,Defence,9,940002,19000,1,9
402010,Defence,10,940002,20000,1,10
402011,Defence,11,940002,21000,1,11
402012,Defence,12,940002,22000,1,12
402013,Defence,13,940002,23000,1,13
402014,Defence,14,940002,24000,1,14
402015,Defence,15,940002,25000,1,15
402016,Defence,16,940002,26000,1,16
402017,Defence,17,940002,27000,1,17
402018,Defence,18,940002,28000,1,18
402019,Defence,19,940002,29000,1,19
402020,Defence,20,940002,30000,1,20
402021,Defence,21,940002,31000,1,21
402022,Defence,22,940002,32000,1,22
402023,Defence,23,940002,33000,1,23
402024,Defence,24,940002,34000,1,24
402025,Defence,25,940002,35000,1,25
402026,Defence,26,940002,36000,1,26
402027,Defence,27,940002,37000,1,27
402028,Defence,28,940002,38000,1,28
402029,Defence,29,940002,39000,1,29
402030,Defence,30,940002,40000,1,30
402031,Defence,31,940002,41000,1,31
402032,Defence,32,940002,42000,1,32
402033,Defence,33,940002,43000,1,33
402034,Defence,34,940002,44000,1,34
402035,Defence,35,940002,45000,1,35
402036,Defence,36,940002,46000,1,36
402037,Defence,37,940002,47000,1,37
402038,Defence,38,940002,48000,1,38
402039,Defence,39,940002,49000,1,39
402040,Defence,40,940002,50000,1,40
402041,Defence,41,940002,51000,1,41
402042,Defence,42,940002,52000,1,42
402043,Defence,43,940002,53000,1,43
402044,Defence,44,940002,54000,1,44
402045,Defence,45,940002,55000,1,45
402046,Defence,46,940002,56000,1,46
402047,Defence,47,940002,57000,1,47
402048,Defence,48,940002,58000,1,48
402049,Defence,49,940002,59000,1,49
402050,Defence,50,940002,60000,1,50
402051,Defence,51,940002,61000,1,51
402052,Defence,52,940002,62000,1,52
402053,Defence,53,940002,63000,1,53
402054,Defence,54,940002,64000,1,54
402055,Defence,55,940002,65000,1,55
402056,Defence,56,940002,66000,1,56
402057,Defence,57,940002,67000,1,57
402058,Defence,58,940002,68000,1,58
402059,Defence,59,940002,69000,1,59
402060,Defence,60,940002,70000,1,60
402061,Defence,61,940002,71000,1,61
402062,Defence,62,940002,72000,1,62
402063,Defence,63,940002,73000,1,63
402064,Defence,64,940002,74000,1,64
402065,Defence,65,940002,75000,1,65
402066,Defence,66,940002,76000,1,66
402067,Defence,67,940002,77000,1,67
402068,Defence,68,940002,78000,1,68
402069,Defence,69,940002,79000,1,69
402070,Defence,70,940002,80000,1,70
402071,Defence,71,940002,81000,1,71
402072,Defence,72,940002,82000,1,72
402073,Defence,73,940002,83000,1,73
402074,Defence,74,940002,84000,1,74
402075,Defence,75,940002,85000,1,75
402076,Defence,76,940002,86000,1,76
402077,Defence,77,940002,87000,1,77
402078,Defence,78,940002,88000,1,78
402079,Defence,79,940002,89000,1,79
402080,Defence,80,940002,90000,1,80
402081,Defence,81,940002,91000,1,81
402082,Defence,82,940002,92000,1,82
402083,Defence,83,940002,93000,1,83
402084,Defence,84,940002,94000,1,84
402085,Defence,85,940002,95000,1,85
402086,Defence,86,940002,96000,1,86
402087,Defence,87,940002,97000,1,87
402088,Defence,88,940002,98000,1,88
402089,Defence,89,940002,99000,1,89
402090,Defence,90,940002,100000,1,90
402091,Defence,91,940002,101000,1,91
402092,Defence,92,940002,102000,1,92
402093,Defence,93,940002,103000,1,93
402094,Defence,94,940002,104000,1,94
402095,Defence,95,940002,105000,1,95
402096,Defence,96,940002,106000,1,96
402097,Defence,97,940002,107000,1,97
402098,Defence,98,940002,108000,1,98
402099,Defence,99,940002,109000,1,99
402100,Defence,100,940002,110000,1,100
402101,Defence,101,940002,111000,1,101
402102,Defence,102,940002,112000,1,102
402103,Defence,103,940002,113000,1,103
402104,Defence,104,940002,114000,1,104
402105,Defence,105,940002,115000,1,105
402106,Defence,106,940002,116000,1,106
402107,Defence,107,940002,117000,1,107
402108,Defence,108,940002,118000,1,108
402109,Defence,109,940002,119000,1,109
402110,Defence,110,940002,120000,1,110
402111,Defence,111,940002,121000,1,111
402112,Defence,112,940002,122000,1,112
402113,Defence,113,940002,123000,1,113
402114,Defence,114,940002,124000,1,114
402115,Defence,115,940002,125000,1,115
402116,Defence,116,940002,126000,1,116
402117,Defence,117,940002,127000,1,117
402118,Defence,118,940002,128000,1,118
402119,Defence,119,940002,129000,1,119
402120,Defence,120,940002,130000,1,120
402121,Defence,121,940002,131000,1,121
402122,Defence,122,940002,132000,1,122
402123,Defence,123,940002,133000,1,123
402124,Defence,124,940002,134000,1,124
402125,Defence,125,940002,135000,1,125
402126,Defence,126,940002,136000,1,126
402127,Defence,127,940002,137000,1,127
402128,Defence,128,940002,138000,1,128
402129,Defence,129,940002,139000,1,129
402130,Defence,130,940002,140000,1,130
402131,Defence,131,940002,141000,1,131
402132,Defence,132,940002,142000,1,132
402133,Defence,133,940002,143000,1,133
402134,Defence,134,940002,144000,1,134
402135,Defence,135,940002,145000,1,135
402136,Defence,136,940002,146000,1,136
402137,Defence,137,940002,147000,1,137
402138,Defence,138,940002,148000,1,138
402139,Defence,139,940002,149000,1,139
402140,Defence,140,940002,150000,1,140
402141,Defence,141,940002,151000,1,141
402142,Defence,142,940002,152000,1,142
402143,Defence,143,940002,153000,1,143
402144,Defence,144,940002,154000,1,144
402145,Defence,145,940002,155000,1,145
402146,Defence,146,940002,156000,1,146
402147,Defence,147,940002,157000,1,147
402148,Defence,148,940002,158000,1,148
402149,Defence,149,940002,159000,1,149
402150,Defence,150,940002,160000,1,150
402151,Defence,151,940002,161000,1,151
402152,Defence,152,940002,162000,1,152
402153,Defence,153,940002,163000,1,153
402154,Defence,154,940002,164000,1,154
402155,Defence,155,940002,165000,1,155
402156,Defence,156,940002,166000,1,156
402157,Defence,157,940002,167000,1,157
402158,Defence,158,940002,168000,1,158
402159,Defence,159,940002,169000,1,159
402160,Defence,160,940002,170000,1,160
402161,Defence,161,940002,171000,1,161
402162,Defence,162,940002,172000,1,162
402163,Defence,163,940002,173000,1,163
402164,Defence,164,940002,174000,1,164
402165,Defence,165,940002,175000,1,165
402166,Defence,166,940002,176000,1,166
402167,Defence,167,940002,177000,1,167
402168,Defence,168,940002,178000,1,168
402169,Defence,169,940002,179000,1,169
402170,Defence,170,940002,180000,1,170
402171,Defence,171,940002,181000,1,171
402172,Defence,172,940002,182000,1,172
402173,Defence,173,940002,183000,1,173
402174,Defence,174,940002,184000,1,174
402175,Defence,175,940002,185000,1,175
402176,Defence,176,940002,186000,1,176
402177,Defence,177,940002,187000,1,177
402178,Defence,178,940002,188000,1,178
402179,Defence,179,940002,189000,1,179
402180,Defence,180,940002,190000,1,180
402181,Defence,181,940002,191000,1,181
402182,Defence,182,940002,192000,1,182
402183,Defence,183,940002,193000,1,183
402184,Defence,184,940002,194000,1,184
402185,Defence,185,940002,195000,1,185
402186,Defence,186,940002,196000,1,186
402187,Defence,187,940002,197000,1,187
402188,Defence,188,940002,198000,1,188
402189,Defence,189,940002,199000,1,189
402190,Defence,190,940002,200000,1,190
402191,Defence,191,940002,201000,1,191
402192,Defence,192,940002,202000,1,192
402193,Defence,193,940002,203000,1,193
402194,Defence,194,940002,204000,1,194
402195,Defence,195,940002,205000,1,195
402196,Defence,196,940002,206000,1,196
402197,Defence,197,940002,207000,1,197
402198,Defence,198,940002,208000,1,198
402199,Defence,199,940002,209000,1,199
402200,Defence,200,940002,210000,1,200
402201,Defence,201,940002,211000,1,201
402202,Defence,202,940002,212000,1,202
402203,Defence,203,940002,213000,1,203
402204,Defence,204,940002,214000,1,204
402205,Defence,205,940002,215000,1,205
402206,Defence,206,940002,216000,1,206
402207,Defence,207,940002,217000,1,207
402208,Defence,208,940002,218000,1,208
402209,Defence,209,940002,219000,1,209
402210,Defence,210,940002,220000,1,210
402211,Defence,211,940002,221000,1,211
402212,Defence,212,940002,222000,1,212
402213,Defence,213,940002,223000,1,213
402214,Defence,214,940002,224000,1,214
402215,Defence,215,940002,225000,1,215
402216,Defence,216,940002,226000,1,216
402217,Defence,217,940002,227000,1,217
402218,Defence,218,940002,228000,1,218
402219,Defence,219,940002,229000,1,219
402220,Defence,220,940002,230000,1,220
402221,Defence,221,940002,231000,1,221
402222,Defence,222,940002,232000,1,222
402223,Defence,223,940002,233000,1,223
402224,Defence,224,940002,234000,1,224
402225,Defence,225,940002,235000,1,225
402226,Defence,226,940002,236000,1,226
402227,Defence,227,940002,237000,1,227
402228,Defence,228,940002,238000,1,228
402229,Defence,229,940002,239000,1,229
402230,Defence,230,940002,240000,1,230
402231,Defence,231,940002,241000,1,231
402232,Defence,232,940002,242000,1,232
402233,Defence,233,940002,243000,1,233
402234,Defence,234,940002,244000,1,234
402235,Defence,235,940002,245000,1,235
402236,Defence,236,940002,246000,1,236
402237,Defence,237,940002,247000,1,237
402238,Defence,238,940002,248000,1,238
402239,Defence,239,940002,249000,1,239
402240,Defence,240,940002,250000,1,240
402241,Defence,241,940002,251000,1,241
402242,Defence,242,940002,252000,1,242
402243,Defence,243,940002,253000,1,243
402244,Defence,244,940002,254000,1,244
402245,Defence,245,940002,255000,1,245
402246,Defence,246,940002,256000,1,246
402247,Defence,247,940002,257000,1,247
402248,Defence,248,940002,258000,1,248
402249,Defence,249,940002,259000,1,249
402250,Defence,250,940002,260000,1,250
402251,Defence,251,940002,261000,1,251
402252,Defence,252,940002,262000,1,252
402253,Defence,253,940002,263000,1,253
402254,Defence,254,940002,264000,1,254
402255,Defence,255,940002,265000,1,255
402256,Defence,256,940002,266000,1,256
402257,Defence,257,940002,267000,1,257
402258,Defence,258,940002,268000,1,258
402259,Defence,259,940002,269000,1,259
402260,Defence,260,940002,270000,1,260
402261,Defence,261,940002,271000,1,261
402262,Defence,262,940002,272000,1,262
402263,Defence,263,940002,273000,1,263
402264,Defence,264,940002,274000,1,264
402265,Defence,265,940002,275000,1,265
402266,Defence,266,940002,276000,1,266
402267,Defence,267,940002,277000,1,267
402268,Defence,268,940002,278000,1,268
402269,Defence,269,940002,279000,1,269
402270,Defence,270,940002,280000,1,270
402271,Defence,271,940002,281000,1,271
402272,Defence,272,940002,282000,1,272
402273,Defence,273,940002,283000,1,273
402274,Defence,274,940002,284000,1,274
402275,Defence,275,940002,285000,1,275
402276,Defence,276,940002,286000,1,276
402277,Defence,277,940002,287000,1,277
402278,Defence,278,940002,288000,1,278
402279,Defence,279,940002,289000,1,279
402280,Defence,280,940002,290000,1,280
402281,Defence,281,940002,291000,1,281
402282,Defence,282,940002,292000,1,282
402283,Defence,283,940002,293000,1,283
402284,Defence,284,940002,294000,1,284
402285,Defence,285,940002,295000,1,285
402286,Defence,286,940002,296000,1,286
402287,Defence,287,940002,297000,1,287
402288,Defence,288,940002,298000,1,288
402289,Defence,289,940002,299000,1,289
402290,Defence,290,940002,300000,1,290
402291,Defence,291,940002,301000,1,291
402292,Defence,292,940002,302000,1,292
402293,Defence,293,940002,303000,1,293
402294,Defence,294,940002,304000,1,294
402295,Defence,295,940002,305000,1,295
402296,Defence,296,940002,306000,1,296
402297,Defence,297,940002,307000,1,297
402298,Defence,298,940002,308000,1,298
402299,Defence,299,940002,309000,1,299
402300,Defence,300,940002,310000,1,300
402301,Defence,301,940002,311000,1,301
402302,Defence,302,940002,312000,1,302
402303,Defence,303,940002,313000,1,303
402304,Defence,304,940002,314000,1,304
402305,Defence,305,940002,315000,1,305
402306,Defence,306,940002,316000,1,306
402307,Defence,307,940002,317000,1,307
402308,Defence,308,940002,318000,1,308
402309,Defence,309,940002,319000,1,309
402310,Defence,310,940002,320000,1,310
402311,Defence,311,940002,321000,1,311
402312,Defence,312,940002,322000,1,312
402313,Defence,313,940002,323000,1,313
402314,Defence,314,940002,324000,1,314
402315,Defence,315,940002,325000,1,315
402316,Defence,316,940002,326000,1,316
402317,Defence,317,940002,327000,1,317
402318,Defence,318,940002,328000,1,318
402319,Defence,319,940002,329000,1,319
402320,Defence,320,940002,330000,1,320
402321,Defence,321,940002,331000,1,321
402322,Defence,322,940002,332000,1,322
402323,Defence,323,940002,333000,1,323
402324,Defence,324,940002,334000,1,324
402325,Defence,325,940002,335000,1,325
402326,Defence,326,940002,336000,1,326
402327,Defence,327,940002,337000,1,327
402328,Defence,328,940002,338000,1,328
402329,Defence,329,940002,339000,1,329
402330,Defence,330,940002,340000,1,330
402331,Defence,331,940002,341000,1,331
402332,Defence,332,940002,342000,1,332
402333,Defence,333,940002,343000,1,333
402334,Defence,334,940002,344000,1,334
402335,Defence,335,940002,345000,1,335
402336,Defence,336,940002,346000,1,336
402337,Defence,337,940002,347000,1,337
402338,Defence,338,940002,348000,1,338
402339,Defence,339,940002,349000,1,339
402340,Defence,340,940002,350000,1,340
402341,Defence,341,940002,351000,1,341
402342,Defence,342,940002,352000,1,342
402343,Defence,343,940002,353000,1,343
402344,Defence,344,940002,354000,1,344
402345,Defence,345,940002,355000,1,345
402346,Defence,346,940002,356000,1,346
402347,Defence,347,940002,357000,1,347
402348,Defence,348,940002,358000,1,348
402349,Defence,349,940002,359000,1,349
402350,Defence,350,940002,360000,1,350
402351,Defence,351,940002,361000,1,351
402352,Defence,352,940002,362000,1,352
402353,Defence,353,940002,363000,1,353
402354,Defence,354,940002,364000,1,354
402355,Defence,355,940002,365000,1,355
402356,Defence,356,940002,366000,1,356
402357,Defence,357,940002,367000,1,357
402358,Defence,358,940002,368000,1,358
402359,Defence,359,940002,369000,1,359
402360,Defence,360,940002,370000,1,360
402361,Defence,361,940002,371000,1,361
402362,Defence,362,940002,372000,1,362
402363,Defence,363,940002,373000,1,363
402364,Defence,364,940002,374000,1,364
402365,Defence,365,940002,375000,1,365
402366,Defence,366,940002,376000,1,366
402367,Defence,367,940002,377000,1,367
402368,Defence,368,940002,378000,1,368
402369,Defence,369,940002,379000,1,369
402370,Defence,370,940002,380000,1,370
402371,Defence,371,940002,381000,1,371
402372,Defence,372,940002,382000,1,372
402373,Defence,373,940002,383000,1,373
402374,Defence,374,940002,384000,1,374
402375,Defence,375,940002,385000,1,375
402376,Defence,376,940002,386000,1,376
402377,Defence,377,940002,387000,1,377
402378,Defence,378,940002,388000,1,378
402379,Defence,379,940002,389000,1,379
402380,Defence,380,940002,390000,1,380
402381,Defence,381,940002,391000,1,381
402382,Defence,382,940002,392000,1,382
402383,Defence,383,940002,393000,1,383
402384,Defence,384,940002,394000,1,384
402385,Defence,385,940002,395000,1,385
402386,Defence,386,940002,396000,1,386
402387,Defence,387,940002,397000,1,387
402388,Defence,388,940002,398000,1,388
402389,Defence,389,940002,399000,1,389
402390,Defence,390,940002,400000,1,390
402391,Defence,391,940002,401000,1,391
402392,Defence,392,940002,402000,1,392
402393,Defence,393,940002,403000,1,393
402394,Defence,394,940002,404000,1,394
402395,Defence,395,940002,405000,1,395
402396,Defence,396,940002,406000,1,396
402397,Defence,397,940002,407000,1,397
402398,Defence,398,940002,408000,1,398
402399,Defence,399,940002,409000,1,399
402400,Defence,400,940002,410000,1,400
402401,Defence,401,940002,411000,1,401
402402,Defence,402,940002,412000,1,402
402403,Defence,403,940002,413000,1,403
402404,Defence,404,940002,414000,1,404
402405,Defence,405,940002,415000,1,405
402406,Defence,406,940002,416000,1,406
402407,Defence,407,940002,417000,1,407
402408,Defence,408,940002,418000,1,408
402409,Defence,409,940002,419000,1,409
402410,Defence,410,940002,420000,1,410
402411,Defence,411,940002,421000,1,411
402412,Defence,412,940002,422000,1,412
402413,Defence,413,940002,423000,1,413
402414,Defence,414,940002,424000,1,414
402415,Defence,415,940002,425000,1,415
402416,Defence,416,940002,426000,1,416
402417,Defence,417,940002,427000,1,417
402418,Defence,418,940002,428000,1,418
402419,Defence,419,940002,429000,1,419
402420,Defence,420,940002,430000,1,420
402421,Defence,421,940002,431000,1,421
402422,Defence,422,940002,432000,1,422
402423,Defence,423,940002,433000,1,423
402424,Defence,424,940002,434000,1,424
